205,Xelaev18004964m.g,Xetrov90030004m.L,LOC101734131
206,Xelaev18004965m.g,Xetrov90000030m.L,LOC105945551
207,Xelaev18004966m.g,Xelaev18004966m.g,LOC734128
208,Xelaev18004967m.g,Xelaev18004967m.g,LOC734128
209,Xelaev18004968m.g,Xetrov90027988m.L,LOC650405
210,Xelaev18004969m.g,Xelaev18004969m.g,LOC734128
211,Xelaev18004970m.g,Xelaev18004970m.g,LOC100135262
212,Xelaev18004971m.g,Xetrov90000160m.L,LOC734128
213,Xelaev18004972m.g,Xelaev18004972m.g,LOC100135262
214,Xelaev18004973m.g,Xelaev18004973m.g,LOC734128
215,Xelaev18004974m.g,Xelaev18004974m.g,LOC734128
216,Xelaev18004975m.g,Xelaev18004975m.g,LOC734128
217,Xelaev18004976m.g,Xelaev18004976m.g,LOC734128
218,Xelaev18004977m.g,Xelaev18004977m.g,LOC734128
219,Xelaev18004978m.g,Xelaev18004978m.g,LOC734128
220,Xelaev18004979m.g,Xelaev18004979m.g,Xelaev18004979m.g
221,Xelaev18004980m.g,Xelaev18004980m.g,LOC734128
222,Xelaev18004981m.g,Xetrov90028800m.L,LOC100135262
223,Xelaev18004982m.g,Xelaev18004982m.g,LOC100135262
224,Xelaev18004983m.g,Xetrov90027989m.L,LOC734128
225,Xelaev18004984m.g,loc734128.L,LOC734128
226,Xelaev18004985m.g,rpia.L,RPIA
227,Xelaev18004986m.g,Xelaev18004986m.g,Xelaev18004986m.g
228,Xelaev18004987m.g,krcc1.L,LOC100137675
229,Xelaev18004988m.g,smyd1.L,SMYD1
230,Xelaev18004989m.g,fabp1.L,FABP1
231,Xelaev18004990m.g,thnsl2.L,THNSL2
232,Xelaev18004991m.g,foxi4.1.L,FOXI1C
233,Xelaev18004992m.g,foxi4.2.L,FOXI1-B
234,Xelaev18004993m.g,Xelaev18004993m.g,Xelaev18004993m.g
235,Xelaev18004994m.g,loc100490372.L,HRH2
236,Xelaev18004995m.g,eif2ak3.L,EIF2AK3
237,Xelaev18004996m.g,cd8b.L,CD8B
238,Xelaev18004997m.g,cd8a.L,CD8A
239,Xelaev18004998m.g,rmnd5a.L,RMND5A
240,Xelaev18004999m.g,rnf103.L,X-KF-1A
241,Xelaev18005000m.g,chmp3.L,CHMP3
242,Xelaev18005001m.g,kdm3a-like.L,kdm3a-like.L
243,Xelaev18005002m.g,Xelaev18005002m.g,Xelaev18005002m.g
244,Xelaev18005003m.g,kdm3a.L,KDM3A-A
245,Xelaev18005004m.g,reep1.L,REEP1
246,Xelaev18005005m.g,immt.L,IMMT
247,Xelaev18005006m.g,ptcd3.L,PTCD3
248,Xelaev18005007m.g,mrpl35.L,MRPL35
249,Xelaev18005008m.g,polr1a.L,LOC100158635
250,Xelaev18005009m.g,st3gal5.L,ST3GAL5
251,Xelaev18005010m.g,Xelaev18005010m.g,Xelaev18005010m.g
252,Xelaev18005011m.g,atoh8.L,ATOH8
253,Xelaev18005012m.g,Xelaev18005012m.g,Xelaev18005012m.g
254,Xelaev18005013m.g,fgfrl1.L,FGFRL1B
255,Xelaev18005014m.g,Xelaev18005014m.g,Xelaev18005014m.g
256,Xelaev18005015m.g,loc100489853.L,GP25L
257,Xelaev18005016m.g,spon2.L,SPON2
258,Xelaev18005017m.g,ctbp1.L,CTBP1
259,Xelaev18005018m.g,Xelaev18005018m.g,Xelaev18005018m.g
260,Xelaev18005019m.g,maea.L,MAEA
261,Xelaev18005020m.g,uvssa.L,UVSSA
262,Xelaev18005021m.g,nkx1-1.L,NKX1-1
263,Xelaev18005022m.g,fam53a.L,LOC443593
264,Xelaev18005023m.g,Xelaev18005023m.g,Xelaev18005023m.g
265,Xelaev18005024m.g,slbp.L,SLBP1
266,Xelaev18005025m.g,tmem129.L,TMEM129
267,Xelaev18005027m.g,tacc3.L,TACC3
268,Xelaev18005028m.g,Xelaev18005028m.g,Xelaev18005028m.g
269,Xelaev18005029m.g,Xelaev18005029m.g,Xelaev18005029m.g
270,Xelaev18005030m.g,fgfr3.L,FGFR3
271,Xelaev18005031m.g,Xelaev18005031m.g,Xelaev18005031m.g
272,Xelaev18005032m.g,letm1.L,LETM1
273,Xelaev18005033m.g,Xelaev18005033m.g,Xelaev18005033m.g
274,Xelaev18005034m.g,whsc1.L,WHSC1
275,Xelaev18005035m.g,loc100492954.L,loc100492954.L
276,Xelaev18005036m.g,nelfa.L,WHSC2
277,Xelaev18005037m.g,c4orf48.L,C4ORF48
278,Xelaev18005038m.g,Xelaev18005038m.g,C4ORF48
279,Xelaev18005039m.g,nat8l.L,NAT8L
280,Xelaev18005040m.g,poln.L,POLN
281,Xelaev18005041m.g,loc101732961.L,loc101732961.L
282,Xelaev18005042m.g,haus3.L,HAUS3
283,Xelaev18005043m.g,mxd4.L,XMAD4
284,Xelaev18005044m.g,Xelaev18005044m.g,Xelaev18005044m.g
285,Xelaev18005045m.g,Xelaev18005045m.g,Xelaev18005045m.g
286,Xelaev18005046m.g,zfyve28-like.1.L,ZFYVE28
287,Xelaev18005047m.g,cfap99.L,CFAP99
288,Xelaev18005049m.g,rnf4.L,RNF4
289,Xelaev18005050m.g,fam193a.L,FAM193A
290,Xelaev18005051m.g,tnip2.L,LOC733361
291,Xelaev18005052m.g,sh3bp2.L,SH3BP2
292,Xelaev18005053m.g,Xelaev18005053m.g,Xelaev18005053m.g
293,Xelaev18005054m.g,add1.L,LOC398686
294,Xelaev18005055m.g,Xelaev18005055m.g,Xelaev18005055m.g
295,Xelaev18005056m.g,mfsd10.L,LOC100145046
296,Xelaev18005057m.g,Xelaev18005057m.g,FAM135A
297,Xelaev18005058m.g,vim.2.L,VIM.2
298,Xelaev18005059m.g,nop14.L,NOP14
299,Xelaev18005060m.g,loc100145536.L,LOC100145536
300,Xelaev18005061m.g,Xelaev18005061m.g,LOC100101274
301,Xelaev18005062m.g,Xelaev18005062m.g,LOC100101274
302,Xelaev18005063m.g,grk4.L,GRK4
303,Xelaev18005064m.g,htt.L,HTT
304,Xelaev18005065m.g,msantd1.L,MSANTD1
305,Xelaev18005066m.g,Xelaev18005066m.g,Xelaev18005066m.g
306,Xelaev18005067m.g,rgs12.L,LOC779463
307,Xelaev18005068m.g,hgfac.L,HGFAC
308,Xelaev18005069m.g,dok7.L,DOK7
309,Xelaev18005070m.g,lrpap1.L,LOC398643
310,Xelaev18005071m.g,adra2c.L,ADRA2C
311,Xelaev18005072m.g,soho1.L,SOHO1
312,Xelaev18005073m.g,Xetrov90029301m.L,Xetrov90029301m.L
313,Xelaev18005074m.g,cpz.L,CPZ
314,Xelaev18005075m.g,gpr78.L,GPR26
315,Xelaev18005076m.g,trmt44.L,TRMT44
316,Xelaev18005077m.g,acox3.L,ACOX3
317,Xelaev18005078m.g,htra3.L,HTRA3
318,Xelaev18005079m.g,sh3tc1.L,SH3TC1
319,Xelaev18005080m.g,ablim2.L,ABLIM2
320,Xelaev18005081m.g,Xelaev18005081m.g,Xelaev18005081m.g
321,Xelaev18005082m.g,afap1.L,AFAP1
322,Xelaev18005083m.g,Xelaev18005083m.g,Xelaev18005083m.g
323,Xelaev18005084m.g,sorcs2.L,SORCS2
324,Xelaev18005085m.g,Xelaev18005085m.g,Xelaev18005085m.g
325,Xelaev18005086m.g,grpel1.L,GRPEL1
326,Xelaev18005088m.g,tada2b.L,TADA2B
327,Xelaev18005089m.g,ccdc96.L,CCDC96
328,Xelaev18005090m.g,tbc1d14-like.L,TBC1D14
329,Xelaev18005091m.g,kiaa0232.L,KIAA0232
330,Xelaev18005092m.g,Xelaev18005092m.g,Xelaev18005092m.g
331,Xelaev18005093m.g,s100p.L,LOC100135110
332,Xelaev18005094m.g,Xelaev18005094m.g,MGC147231
333,Xelaev18005095m.g,Xelaev18005095m.g,MGC147231
334,Xelaev18005096m.g,man2b2.L,MAN2B2
335,Xelaev18005097m.g,ppp2r2c.L,PPP2R2C
336,Xelaev18005098m.g,wfs1.L,WFS1
337,Xelaev18005099m.g,jakmip1.L,JAKMIP2
338,Xelaev18005101m.g,crmp1.L,CRMP1
339,Xelaev18005103m.g,Xelaev18005103m.g,Xelaev18005103m.g
340,Xelaev18005104m.g,evc.L,EVC
341,Xelaev18005105m.g,evc2.L,EVC2
342,Xelaev18005106m.g,Xelaev18005106m.g,Xelaev18005106m.g
343,Xelaev18005107m.g,Xelaev18005107m.g,Xelaev18005107m.g
344,Xelaev18005108m.g,stk32b.L,STK32B
345,Xelaev18005109m.g,cytl1.L,CYTL1
346,Xelaev18005110m.g,Xelaev18005110m.g,Xelaev18005110m.g
347,Xelaev18005111m.g,msx1.L,LOC100125666
348,Xelaev18005112m.g,Xelaev18005112m.g,Xelaev18005112m.g
349,Xelaev18005113m.g,Xelaev18005113m.g,Xelaev18005113m.g
350,Xelaev18005114m.g,stx18.L,STX18
351,Xelaev18005116m.g,Xelaev18005116m.g,Xelaev18005116m.g
352,Xelaev18005117m.g,nsg1.L,NSG1
353,Xelaev18005118m.g,Xelaev18005118m.g,Xelaev18005118m.g
354,Xelaev18005119m.g,zbtb49.L,ZBTB49
355,Xelaev18005120m.g,Xelaev18005120m.g,Xelaev18005120m.g
356,Xelaev18005121m.g,lyar.L,MGC78792
357,Xelaev18005122m.g,otop1.L,OTOP1
358,Xelaev18005123m.g,loc100494873.L,OTOP1
359,Xelaev18005124m.g,drd5.L,DRD5
360,Xelaev18005125m.g,Xelaev18005125m.g,Xelaev18005125m.g
361,Xelaev18005126m.g,slc2a9.L,SLC2A15A
362,Xelaev18005127m.g,wdr1.L,WDR1-A
363,Xelaev18005128m.g,znf518b.L,ZNF518B
364,Xelaev18005130m.g,Xelaev18005130m.g,Xelaev18005130m.g
365,Xelaev18005131m.g,hs3st1.L,HS3ST1
366,Xelaev18005132m.g,Xelaev18005132m.g,Xelaev18005132m.g
367,Xelaev18005133m.g,Xelaev18005133m.g,Xelaev18005133m.g
368,Xelaev18005134m.g,Xelaev18005134m.g,Xelaev18005134m.g
369,Xelaev18005135m.g,rab28.L,RAB28
370,Xelaev18005137m.g,nkx3-2.L,NKX3-2
371,Xelaev18005138m.g,Xelaev18005138m.g,Xelaev18005138m.g
372,Xelaev18005139m.g,bod1l1.L,BOD1L1
373,Xelaev18005140m.g,cpeb2-like.L,CPEB2
374,Xelaev18005141m.g,Xelaev18005141m.g,Xelaev18005141m.g
375,Xelaev18005142m.g,c1qtnf7.L,C1QTNF7
376,Xelaev18005143m.g,cc2d2a.L,CC2D2A
377,Xelaev18005144m.g,fbxl5.L,FBXL5
378,Xelaev18005145m.g,bst1.L,BST1
379,Xelaev18005146m.g,cd38.L,CD38
380,Xelaev18005147m.g,fgfbp1.L,LOC100036657
381,Xelaev18005148m.g,fgfbp2.L,FGFBP2
382,Xelaev18005149m.g,prom1.L,PROML-1
383,Xelaev18005150m.g,tapt1.L,TAPT1
384,Xelaev18005151m.g,Xelaev18005151m.g,Xelaev18005151m.g
385,Xelaev18005152m.g,Xetrov90000452m.L,Xetrov90000452m.L
386,Xelaev18005153m.g,qdpr.L,QDPR
387,Xelaev18005154m.g,clrn2.L,CLRN2
388,Xelaev18005156m.g,lap3.L,LAP3
389,Xelaev18005157m.g,Xelaev18005157m.g,MGC98907
390,Xelaev18005158m.g,Xelaev18005158m.g,Xelaev18005158m.g
391,Xelaev18005159m.g,Xelaev18005159m.g,MGC98907
392,Xelaev18005160m.g,Xelaev18005160m.g,MGC98907
393,Xelaev18005161m.g,Xelaev18005161m.g,MGC98907
394,Xelaev18005162m.g,loc100488322.L,MGC98907
395,Xelaev18005163m.g,loc101733347.L,FAM184B
396,Xelaev18005164m.g,ncapg.L,LOC398088
397,Xelaev18005165m.g,lcorl.L,LCORL
398,Xelaev18005166m.g,slit2.L,SLIT2
399,Xelaev18005167m.g,pacrgl.L,PACRGL
400,Xelaev18005168m.g,kcnip4-like.L,KCNIP4
401,Xelaev18005170m.g,adgra3.L,ADGRA3
402,Xelaev18005171m.g,gba3.L,GBA3
403,Xelaev18005172m.g,Xelaev18005172m.g,Xelaev18005172m.g
404,Xelaev18005173m.g,ppargc1a.L,PPARGC1A
405,Xelaev18005175m.g,dhx15.L,DHX15
406,Xelaev18005176m.g,sod3.L,SOD3
407,Xelaev18005177m.g,ccdc149.L,CCDC149
408,Xelaev18005178m.g,Xelaev18005178m.g,Xelaev18005178m.g
409,Xelaev18005179m.g,lgi2.L,LGI2
410,Xelaev18005180m.g,sepsecs.L,SEPSECS
411,Xelaev18005181m.g,pi4k2b.L,PI4K2B
412,Xelaev18005182m.g,anapc4.L,ANAPC4
413,Xelaev18005184m.g,slc34a2.L,XNAPI-B
414,Xelaev18005186m.g,sel1l3.L,SEL1L3
415,Xelaev18005187m.g,smim20.L,SMIM20
416,Xelaev18005188m.g,rbpj.L,XSU(H)1
417,Xelaev18005189m.g,Xelaev18005189m.g,Xelaev18005189m.g
418,Xelaev18005190m.g,cckar.L,CCKAR
419,Xelaev18005191m.g,tbc1d19.L,TBC1D19
420,Xelaev18005192m.g,stim2.L,STIM2
421,Xelaev18005193m.g,pcdh7.L,PCDH7
422,Xelaev18005194m.g,Xelaev18005194m.g,Xelaev18005194m.g
423,Xelaev18005195m.g,loc101731735.L,PCDH9
424,Xelaev18005196m.g,Xelaev18005196m.g,Xelaev18005196m.g
425,Xelaev18005197m.g,Xelaev18005197m.g,Xelaev18005197m.g
426,Xelaev18005198m.g,arap2.L,ARAP2
427,Xelaev18005199m.g,dthd1.L,DTHD1
428,Xelaev18005200m.g,Xelaev18005200m.g,NWD2
429,Xelaev18005201m.g,nwd2.L,NWD2
430,Xelaev18005202m.g,loc100493503-like.L,C4ORF19
431,Xelaev18005203m.g,rell1.L,RELL1
432,Xelaev18005204m.g,pgm2.L,PGM2
433,Xelaev18005205m.g,tbc1d1.L,TBC1D1
434,Xelaev18005207m.g,klf3.L,KLF3
435,Xelaev18005208m.g,tlr1.L,LOC100495326
436,Xelaev18005209m.g,tlr6.L,TLR1
437,Xelaev18005210m.g,Xelaev18005210m.g,Xelaev18005210m.g
438,Xelaev18005211m.g,fam114a1.L,FAM114A1
439,Xelaev18005212m.g,klhl5.L,KLHL5
440,Xelaev18005213m.g,Xelaev18005213m.g,Xelaev18005213m.g
441,Xelaev18005214m.g,wdr19.L,WDR19
442,Xelaev18005215m.g,rfc1.L,RFC1
443,Xelaev18005216m.g,klb.L,KLB
444,Xelaev18005217m.g,rpl9.L,RPL9
445,Xelaev18005218m.g,lias.L,LIAS
446,Xelaev18005219m.g,Xelaev18005219m.g,XSGL
447,Xelaev18005221m.g,Xetrov90000594m.L,MGC80968
448,Xelaev18005222m.g,ube2k.L,UBE2K
449,Xelaev18005223m.g,pds5a.L,PDS5A-A
450,Xelaev18005224m.g,n4bp2.L,N4BP2
